scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,sortino,alpha,sd,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr,sd_risk,beta_risk,sharpe_risk,sortino_risk,risk_score,calculated_risk_level,calculated_risk_numeric,risk_explanation,return_score,sharpe_quality,sortino_quality,fund_quality_score,risk_gap,risk_compatibility,recommendation_score
Kotak Credit Risk Fund,1000,5000,0.74,1204.0,10,Deepak Agrawal,0.42,0.82,2.92,-0.4,0.47,5,Kotak Mahindra Mutual Fund,2,Debt,Credit Risk Funds,1.6,5.9,6.4,50.0,57.14285714285714,78.57142857142857,92.85714285714286,65.71428571428572,High,4,Primary risk drivers: Downside Risk and Sharpe Risk.,14.285714285714285,28.57142857142857,14.285714285714285,18.57142857142857,1,75.0,45.92857142857142
Kotak Debt Hybrid Fund,1000,5000,0.44,1650.0,10,Devender Singhal,3.44,4.79,4.73,0.7,2.06,4,Kotak Mahindra Mutual Fund,5,Hybrid,Conservative Hybrid Mutual Funds,6.1,14.3,10.0,64.70588235294117,82.35294117647058,23.52941176470588,47.05882352941176,56.470588235294116,Moderate,3,Primary risk drivers: Market Sensitivity and Volatility.,94.11764705882352,82.35294117647058,58.82352941176471,80.0,0,100.0,92.82352941176471
Kotak Dynamic Bond Fund,1000,5000,0.4,1992.0,10,Deepak Agrawal,1.0,1.66,2.95,1.32,0.69,3,Kotak Mahindra Mutual Fund,4,Debt,Dynamic Bond,3.9,6.6,7.8,71.42857142857143,76.19047619047619,33.33333333333333,38.095238095238095,58.095238095238095,Moderate,3,Primary risk drivers: Market Sensitivity and Volatility.,76.19047619047619,71.42857142857143,66.66666666666666,71.9047619047619,0,100.0,86.80952380952381
Kotak Emerging Equity Fund,100,100,0.49,23962.0,10,Pankaj Tibrewal,3.73,3.18,16.42,0.9,1.82,6,Kotak Mahindra Mutual Fund,4,Equity,Mid Cap Mutual Funds,6.6,34.0,15.2,39.130434782608695,56.52173913043478,21.73913043478261,21.73913043478261,35.652173913043484,Low,2,Primary risk drivers: Market Sensitivity and Volatility.,71.73913043478261,82.6086956521739,82.6086956521739,78.26086956521739,1,75.0,75.32608695652175
Kotak Equity Arbitrage Fund,1000,5000,0.43,21917.0,10,Hiten Shah,1.46,1.66,0.75,0.54,1.26,1,Kotak Mahindra Mutual Fund,4,Hybrid,Arbitrage Mutual Funds,5.8,4.9,5.6,86.36363636363636,47.72727272727273,22.727272727272727,31.818181818181817,55.0,Moderate,3,Primary risk drivers: Volatility and Market Sensitivity.,81.81818181818183,81.81818181818183,72.72727272727273,79.0909090909091,0,100.0,90.0909090909091
Kotak Equity Hybrid Fund,1000,5000,0.58,3269.0,8,Pankaj Tibrewal,3.89,7.32,11.76,0.79,1.86,6,Kotak Mahindra Mutual Fund,0,Hybrid,Aggressive Hybrid Mutual Funds,5.0,26.9,12.8,30.0,35.0,6.666666666666667,10.0,22.333333333333332,Low,2,Primary risk drivers: Market Sensitivity and Volatility.,80.0,96.66666666666667,93.33333333333333,89.0,1,75.0,80.2
Kotak Equity Opportunities – Direct Growth,500,500,0.6,11608.0,10,Harsha Upadhyaya,3.43,4.72,14.62,0.84,1.64,6,Kotak Mahindra Mutual Fund,4,Equity,Large & Mid Cap Funds,6.2,28.8,13.9,4.166666666666666,8.333333333333332,12.5,25.0,10.833333333333332,Very Low,1,Primary risk drivers: Downside Risk and Sharpe Risk.,58.333333333333336,91.66666666666666,79.16666666666666,74.58333333333333,2,50.0,59.04166666666667
Kotak Equity Savings Fund,1000,5000,1.02,2097.0,8,Devender Singhal,4.22,4.5,5.64,0.79,1.8,4,Kotak Mahindra Mutual Fund,4,Hybrid,Equity Savings Mutual Funds,6.6,14.4,9.2,33.33333333333333,21.428571428571427,19.047619047619047,19.047619047619047,25.238095238095237,Low,2,Primary risk drivers: Volatility and Market Sensitivity.,61.904761904761905,85.71428571428571,85.71428571428571,76.19047619047619,1,75.0,72.73809523809524
Kotak Flexi Cap Fund,500,5000,0.68,35775.0,10,Harsha Upadhyaya,2.7,0.11,15.22,0.88,1.37,6,Kotak Mahindra Mutual Fund,3,Equity,Flexi Cap Funds,3.8,25.0,11.7,27.27272727272727,34.090909090909086,59.09090909090909,68.18181818181817,43.18181818181818,Moderate,3,Primary risk drivers: Downside Risk and Sharpe Risk.,47.72727272727273,45.45454545454545,36.36363636363637,43.63636363636364,0,100.0,72.63636363636364
Kotak Floating Rate Fund,1000,5000,0.22,4796.0,4,Deepak Agrawal,1.86,3.79,2.35,1.03,1.02,2,Kotak Mahindra Mutual Fund,2,Debt,Floater Mutual Funds,4.6,7.0,,100.0,57.14285714285714,100.0,100.0,91.42857142857143,Very High,5,Primary risk drivers: Volatility and Sharpe Risk.,92.85714285714286,14.285714285714285,14.285714285714285,45.714285714285715,2,50.0,57.28571428571429
Kotak Focused Equity Fund,1000,5000,0.51,2447.0,4,Shibani Kurian,2.85,1.39,15.69,0.9,1.44,6,Kotak Mahindra Mutual Fund,3,Equity,Focused Funds,0.5,26.6,,15.789473684210526,34.21052631578947,34.21052631578947,68.42105263157895,33.68421052631579,Low,2,Primary risk drivers: Downside Risk and Market Sensitivity.,57.89473684210527,71.05263157894737,36.84210526315789,55.526315789473685,1,75.0,65.73684210526316
Kotak Gilt – Invest Plan – Direct Growth,1000,5000,0.41,1699.0,10,Abhishek Bisen,0.81,1.3,3.24,0.7,0.64,2,Kotak Mahindra Mutual Fund,4,Debt,Gilt Mutual Funds,5.2,6.3,8.4,94.73684210526315,92.10526315789474,26.31578947368421,34.21052631578947,68.42105263157895,High,4,Primary risk drivers: Volatility and Market Sensitivity.,86.8421052631579,78.94736842105263,71.05263157894737,79.73684210526316,1,75.0,78.78947368421052
Kotak Gilt Invest – PF & Trust Plan – Direct Growth,1000,5000,0.41,1699.0,10,Abhishek Bisen,0.81,1.3,3.23,0.7,0.64,2,Kotak Mahindra Mutual Fund,4,Debt,Gilt Mutual Funds,5.2,6.3,8.4,89.47368421052632,92.10526315789474,26.31578947368421,34.21052631578947,66.31578947368422,High,4,Primary risk drivers: Market Sensitivity and Volatility.,86.8421052631579,78.94736842105263,71.05263157894737,79.73684210526316,1,75.0,78.78947368421052
Kotak Gold Fund,1000,5000,0.18,1406.0,10,Abhishek Bisen,1.08,-0.32,13.51,0.97,0.48,5,Kotak Mahindra Mutual Fund,3,Other,FoFs Domestic,14.2,12.2,13.7,55.88235294117647,70.58823529411765,76.47058823529412,70.58823529411765,65.88235294117648,High,4,Primary risk drivers: Sharpe Risk and Market Sensitivity.,41.17647058823529,26.47058823529412,32.35294117647059,34.11764705882353,1,75.0,55.970588235294116
Kotak India EQ Contra Fund,1000,5000,0.81,1440.0,10,Shibani Kurian,3.35,4.24,15.95,0.92,1.57,6,Kotak Mahindra Mutual Fund,4,Equity,Contra Funds,7.3,29.7,14.2,33.33333333333333,66.66666666666666,66.66666666666666,100.0,60.0,High,4,Primary risk drivers: Downside Risk and Market Sensitivity.,66.66666666666666,66.66666666666666,33.33333333333333,56.66666666666666,1,75.0,67.83333333333333
Kotak India Growth Fund,0,5000,0.34,90.0,5,Devender Singhal,3.71,7.67,17.23,0.95,1.75,6,Kotak Mahindra Mutual Fund,0,Equity,Multi Cap Funds,4.8,35.5,15.6,70.0,70.0,20.0,10.0,48.0,Moderate,3,Primary risk drivers: Volatility and Market Sensitivity.,90.0,90.0,100.0,93.0,0,100.0,95.9
Kotak Infrastructure & Ecoc. Reform-SP-DirGrowth,1000,5000,1.0,727.0,10,Harish Krishnan,4.55,14.15,16.65,0.6,2.0,6,Kotak Mahindra Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,23.2,39.7,13.9,39.1025641025641,14.102564102564102,2.564102564102564,1.282051282051282,19.230769230769234,Very Low,1,Primary risk drivers: Volatility and Market Sensitivity.,92.3076923076923,98.71794871794873,100.0,96.53846153846155,2,50.0,72.42307692307693
Kotak Liquid Fund,1000,100,0.15,33220.0,10,Deepak Agrawal,3.68,1.33,0.38,0.76,0.85,3,Kotak Mahindra Mutual Fund,2,Debt,Liquid Mutual Funds,5.6,4.3,5.3,63.63636363636363,66.66666666666666,66.66666666666666,74.24242424242425,66.96969696969697,High,4,Primary risk drivers: Downside Risk and Market Sensitivity.,48.484848484848484,36.36363636363637,28.78787878787879,38.93939393939394,1,75.0,58.878787878787875
Kotak Low Duration Fund,1000,5000,0.43,7420.0,10,Deepak Agrawal,2.67,2.9,1.3,0.78,1.43,3,Kotak Mahindra Mutual Fund,3,Debt,Low Duration Funds,5.4,6.2,6.9,72.5,35.0,55.00000000000001,75.0,62.0,High,4,Primary risk drivers: Downside Risk and Volatility.,77.5,50.0,30.0,55.0,1,75.0,69.5
Kotak Medium Term Fund,1000,5000,0.58,1934.0,9,Deepak Agrawal,0.71,2.04,3.41,0.79,0.66,3,Kotak Mahindra Mutual Fund,4,Debt,Medium Duration Funds,4.0,7.0,6.6,83.33333333333334,50.0,58.333333333333336,75.0,70.0,High,4,Primary risk drivers: Volatility and Downside Risk.,54.166666666666664,50.0,33.33333333333333,46.66666666666667,1,75.0,62.333333333333336
Kotak Money Market Fund,0,5000,0.26,14248.0,10,Deepak Agrawal,4.43,2.59,0.51,1.2,1.92,3,Kotak Mahindra Mutual Fund,3,Debt,Money Market Funds,5.6,5.1,6.1,23.52941176470588,41.17647058823529,38.23529411764706,52.94117647058824,35.88235294117648,Low,2,Primary risk drivers: Downside Risk and Market Sensitivity.,35.294117647058826,67.64705882352942,52.94117647058824,50.294117647058826,1,75.0,59.64705882352941
Kotak Multi Asset Allocator FoF – Dynamic – Direct Growth,1000,5000,0.13,783.0,10,Devender Singhal,4.33,8.04,10.99,0.7,1.91,5,Kotak Mahindra Mutual Fund,0,Other,FoFs Domestic,11.2,25.0,15.3,44.11764705882353,41.17647058823529,8.823529411764707,8.823529411764707,29.411764705882355,Low,2,Primary risk drivers: Volatility and Market Sensitivity.,88.23529411764706,94.11764705882352,94.11764705882352,91.76470588235294,1,75.0,82.6764705882353
Kotak Overnight Fund,0,5000,0.07,8999.0,4,Deepak Agrawal,-0.1,0.56,0.35,0.42,-0.02,1,Kotak Mahindra Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,3.9,,73.07692307692307,23.076923076923077,57.692307692307686,57.692307692307686,56.92307692307692,Moderate,3,Primary risk drivers: Volatility and Sharpe Risk.,57.692307692307686,46.15384615384615,46.15384615384615,50.76923076923077,0,100.0,76.76923076923076
Kotak Savings Fund,1000,5000,0.37,12325.0,10,Deepak Agrawal,4.14,2.57,0.58,1.12,1.85,3,Kotak Mahindra Mutual Fund,3,Debt,Ultra Short Duration Funds,5.5,5.2,6.2,67.3913043478261,76.08695652173914,32.608695652173914,36.95652173913043,56.08695652173913,Moderate,3,Primary risk drivers: Market Sensitivity and Volatility.,67.3913043478261,71.73913043478261,67.3913043478261,68.69565217391305,0,100.0,84.08695652173913
Kotak Small Cap Fund,500,500,0.59,8617.0,10,Pankaj Tibrewal,4.06,8.99,18.26,0.81,1.98,6,Kotak Mahindra Mutual Fund,4,Equity,Small Cap Mutual Funds,-0.7,43.1,17.0,52.0,38.0,30.0,52.0,44.800000000000004,Moderate,3,Primary risk drivers: Volatility and Downside Risk.,64.0,74.0,52.0,63.4,0,100.0,81.82
Kotak Tax Saver Fund,500,500,0.69,3167.0,10,Harsha Upadhyaya,3.36,4.69,14.44,0.83,1.68,6,Kotak Mahindra Mutual Fund,4,Equity,ELSS Mutual Funds,5.0,28.9,14.4,11.76470588235294,13.725490196078432,23.52941176470588,40.19607843137255,20.19607843137255,Low,2,Primary risk drivers: Downside Risk and Sharpe Risk.,56.86274509803921,78.43137254901961,61.76470588235294,64.80392156862746,1,75.0,68.31372549019608
L&T India Large Cap Fund,500,5000,1.49,757.0,10,Venugopal Manghat,2.6,-2.34,16.62,0.97,1.18,6,L&T Mutual Fund,2,Equity,Large Cap Mutual Funds,0.8,33.0,12.1,83.92857142857143,91.07142857142857,82.14285714285714,83.92857142857143,85.00000000000001,Very High,5,Primary risk drivers: Market Sensitivity and Volatility.,100.0,21.428571428571427,19.642857142857142,52.32142857142857,2,50.0,60.69642857142857
LIC MF Arbitrage Fund,1000,5000,0.31,27.0,4,Jaiprakash Toshniwal,0.67,1.23,0.78,0.6,0.55,1,LIC Mutual Fund,2,Hybrid,Arbitrage Mutual Funds,5.5,4.4,,100.0,68.18181818181817,77.27272727272727,77.27272727272727,84.54545454545455,Very High,5,Primary risk drivers: Volatility and Sharpe Risk.,29.545454545454547,27.27272727272727,27.27272727272727,28.18181818181818,2,50.0,39.36363636363636
LIC MF Banking & Fina Serv Fund,1000,5000,1.54,121.0,8,Jaiprakash Toshniwal,2.19,0.9,22.14,0.85,0.97,6,LIC Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,13.9,22.7,8.5,82.05128205128204,64.1025641025641,91.66666666666666,83.33333333333334,80.64102564102564,Very High,5,Primary risk drivers: Sharpe Risk and Downside Risk.,20.51282051282051,9.615384615384617,17.94871794871795,16.474358974358974,2,50.0,34.044871794871796
LIC MF Banking & PSU Debt Fund,1000,5000,0.28,1190.0,10,Marzban Irani,1.49,3.94,1.53,2.05,0.78,2,LIC Mutual Fund,3,Debt,Banking and PSU Mutual Funds,4.2,5.7,6.8,17.647058823529413,58.82352941176471,64.70588235294117,64.70588235294117,44.705882352941174,Moderate,3,Primary risk drivers: Sharpe Risk and Downside Risk.,11.76470588235294,41.17647058823529,41.17647058823529,29.41176470588235,0,100.0,61.17647058823529
LIC MF Bond Fund,1000,5000,0.21,111.0,10,Marzban Irani,0.32,0.23,2.6,1.24,0.22,3,LIC Mutual Fund,2,Debt,Medium to Long Duration Funds,4.4,4.7,6.2,27.27272727272727,27.27272727272727,81.81818181818183,81.81818181818183,49.0909090909091,Moderate,3,Primary risk drivers: Sharpe Risk and Downside Risk.,18.181818181818183,27.27272727272727,27.27272727272727,23.636363636363633,0,100.0,60.727272727272734
LIC MF Children’s Gift Fund,1000,5000,1.86,12.0,10,Karan Desai,2.54,-3.65,13.05,0.9,0.99,6,LIC Mutual Fund,1,Solution Oriented,Childrens Funds,-1.9,17.1,7.6,62.5,81.25,75.0,75.0,71.25,High,4,Primary risk drivers: Market Sensitivity and Sharpe Risk.,31.25,37.5,37.5,35.0,1,75.0,54.25
LIC MF Debt Hybrid Fund,1000,5000,1.34,61.0,10,Karan Desai,2.11,-0.54,4.14,0.61,0.92,4,LIC Mutual Fund,3,Hybrid,Conservative Hybrid Mutual Funds,2.5,8.1,6.7,47.05882352941176,55.88235294117647,100.0,100.0,70.0,High,4,Primary risk drivers: Sharpe Risk and Downside Risk.,5.88235294117647,5.88235294117647,5.88235294117647,5.88235294117647,1,75.0,40.44117647058824
LIC MF Equity Hybrid Fund,1000,5000,1.43,378.0,10,Karan Desai,2.26,-2.85,11.49,0.77,0.99,6,LIC Mutual Fund,1,Hybrid,Aggressive Hybrid Mutual Funds,-0.5,15.1,8.3,16.666666666666664,15.0,100.0,100.0,49.666666666666664,Moderate,3,Primary risk drivers: Sharpe Risk and Downside Risk.,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,0,100.0,51.666666666666664
LIC MF Flexi Cap Fund,1000,5000,1.74,383.0,10,Amit Nadekar,2.15,-4.31,14.27,0.8,1.02,6,LIC Mutual Fund,2,Equity,Flexi Cap Funds,-0.9,18.3,8.8,9.090909090909092,13.636363636363635,88.63636363636364,86.36363636363636,41.36363636363637,Moderate,3,Primary risk drivers: Sharpe Risk and Downside Risk.,13.636363636363635,15.909090909090908,18.181818181818183,15.681818181818182,0,100.0,57.43181818181818
LIC MF G-Sec Fund,1000,10000,0.76,46.0,10,Marzban Irani,0.51,0.27,2.23,0.45,0.35,2,LIC Mutual Fund,3,Debt,Gilt Mutual Funds,3.3,4.9,7.7,10.526315789473683,5.263157894736842,73.68421052631578,68.42105263157895,33.68421052631579,Low,2,Primary risk drivers: Sharpe Risk and Downside Risk.,26.31578947368421,31.57894736842105,36.84210526315789,31.052631578947366,1,75.0,52.07894736842105
LIC MF Infrastructure Fund,1000,5000,1.47,90.0,10,Yogesh Patil,3.89,7.11,16.12,0.57,1.56,6,LIC Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,6.7,29.8,11.2,28.205128205128204,9.615384615384617,30.76923076923077,8.974358974358974,21.153846153846157,Low,2,Primary risk drivers: Sharpe Risk and Volatility.,60.256410256410255,70.51282051282051,92.3076923076923,72.94871794871794,1,75.0,71.43589743589743
LIC MF Large & Mid Cap Fund,1000,5000,0.84,1888.0,8,Yogesh Patil,2.59,0.78,14.89,0.84,1.34,6,LIC Mutual Fund,3,Equity,Large & Mid Cap Funds,-4.3,22.8,10.9,8.333333333333332,8.333333333333332,87.5,95.83333333333334,41.66666666666667,Moderate,3,Primary risk drivers: Downside Risk and Sharpe Risk.,10.416666666666668,16.666666666666664,8.333333333333332,11.666666666666666,0,100.0,55.583333333333336
LIC MF Large Cap Fund,1000,5000,1.39,648.0,10,Yogesh Patil,2.37,-3.35,15.42,0.88,1.08,6,LIC Mutual Fund,2,Equity,Large Cap Mutual Funds,-3.2,19.7,10.9,32.142857142857146,14.285714285714285,92.85714285714286,89.28571428571429,52.14285714285715,Moderate,3,Primary risk drivers: Sharpe Risk and Downside Risk.,14.814814814814813,10.714285714285714,14.285714285714285,13.425925925925924,0,100.0,56.99074074074074
LIC MF Liquid Fund,1000,5000,0.16,5996.0,10,Rahul Singh,4.72,1.33,0.37,0.73,0.97,3,LIC Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.4,5.3,31.818181818181817,40.909090909090914,36.36363636363637,33.33333333333333,34.84848484848485,Low,2,Primary risk drivers: Market Sensitivity and Sharpe Risk.,80.3030303030303,66.66666666666666,69.6969696969697,73.03030303030302,1,75.0,75.46969696969697
LIC MF Nifty 50 Index Fund,1000,5000,0.2,53.0,10,Jaiprakash Toshniwal,3.44,-0.85,16.75,1.0,1.3,6,LIC Mutual Fund,3,Other,Index Funds,1.0,25.8,11.7,35.0,75.0,41.66666666666667,28.333333333333332,43.0,Moderate,3,Primary risk drivers: Market Sensitivity and Sharpe Risk.,55.00000000000001,61.66666666666667,75.0,63.0,0,100.0,79.9
LIC MF Overnight Fund,1000,5000,0.07,951.0,4,Rahul Singh,0.11,0.57,0.35,0.42,0.02,1,LIC Mutual Fund,4,Debt,Overnight Mutual Funds,5.4,3.9,,73.07692307692307,23.076923076923077,42.30769230769231,44.230769230769226,51.153846153846146,Moderate,3,Primary risk drivers: Volatility and Downside Risk.,57.692307692307686,61.53846153846154,59.61538461538461,59.42307692307692,0,100.0,79.36538461538461
LIC MF S&P BSE Sensex Index Fund,1000,5000,0.38,68.0,10,Jaiprakash Toshniwal,3.4,-1.81,16.89,1.0,1.23,6,LIC Mutual Fund,3,Other,Index Funds,2.2,25.4,12.6,56.666666666666664,75.0,80.0,40.0,61.66666666666667,High,4,Primary risk drivers: Sharpe Risk and Market Sensitivity.,30.0,23.333333333333332,63.33333333333333,38.0,1,75.0,54.9
LIC MF Savings Fund,1000,5000,0.27,707.0,10,Rahul Singh,4.54,2.95,1.02,1.01,1.57,2,LIC Mutual Fund,3,Debt,Low Duration Funds,5.0,5.9,5.6,60.0,50.0,40.0,20.0,46.0,Moderate,3,Primary risk drivers: Volatility and Market Sensitivity.,57.49999999999999,65.0,85.0,68.0,0,100.0,81.9
LIC MF Short Term Debt Fund,1000,5000,0.37,110.0,4,Marzban Irani,1.26,4.66,1.61,2.57,0.76,3,LIC Mutual Fund,2,Debt,Short Duration Funds,3.7,5.7,,30.952380952380953,90.47619047619048,88.09523809523809,80.95238095238095,64.28571428571429,High,4,Primary risk drivers: Market Sensitivity and Sharpe Risk.,11.904761904761903,16.666666666666664,23.809523809523807,16.9047619047619,1,75.0,44.95238095238095
LIC MF Tax Plan – Direct Growth,500,500,1.47,401.0,10,Amit Nadekar,2.55,-0.72,14.61,0.81,1.25,6,LIC Mutual Fund,2,Equity,ELSS Mutual Funds,-1.9,20.5,9.9,15.686274509803921,7.8431372549019605,86.27450980392157,86.27450980392157,42.352941176470594,Moderate,3,Primary risk drivers: Sharpe Risk and Downside Risk.,9.803921568627452,15.686274509803921,15.686274509803921,13.333333333333332,0,100.0,55.96078431372549
LIC MF Ultra Short Term Fund,1000,5000,0.3,40.0,3,Rahul Singh,1.98,1.33,0.39,0.75,0.85,1,LIC Mutual Fund,1,Debt,Ultra Short Duration Funds,5.0,4.5,,10.869565217391305,30.434782608695656,82.6086956521739,91.30434782608695,45.21739130434783,Moderate,3,Primary risk drivers: Downside Risk and Sharpe Risk.,13.043478260869565,21.73913043478261,13.043478260869565,15.652173913043478,0,100.0,57.30434782608696
Mahindra Manulife Aggressive Hybrid Fund,500,1000,0.65,615.0,4,Fatema Pacha,3.57,4.52,12.44,0.85,1.62,6,Mahindra Manulife Mutual Fund,4,Hybrid,Aggressive Hybrid Mutual Funds,2.7,24.6,,63.33333333333333,85.0,21.666666666666668,28.333333333333332,52.33333333333333,Moderate,3,Primary risk drivers: Market Sensitivity and Volatility.,68.33333333333333,81.66666666666667,75.0,74.33333333333333,0,100.0,85.96666666666667
Mahindra Manulife Consumption Fund,500,1000,0.82,54.0,4,Abhinav Khandelwal,2.76,0.66,14.14,0.77,1.33,6,Mahindra Manulife Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,5.7,21.3,,14.102564102564102,42.94871794871795,53.84615384615385,50.0,35.0,Low,2,Primary risk drivers: Sharpe Risk and Downside Risk.,7.6923076923076925,47.43589743589743,51.28205128205128,32.69230769230769,1,75.0,48.84615384615385
Mahindra Manulife Dynamic Bond Fund,500,1000,0.51,66.0,5,Rahul Pal,-0.01,-0.19,1.7,0.65,-0.01,3,Mahindra Manulife Mutual Fund,2,Debt,Dynamic Bond,3.4,4.4,,9.523809523809524,21.428571428571427,100.0,100.0,48.095238095238095,Moderate,3,Primary risk drivers: Sharpe Risk and Downside Risk.,4.761904761904762,4.761904761904762,4.761904761904762,4.761904761904762,0,100.0,52.38095238095238
Mahindra Manulife ELSS Fund,500,500,0.73,525.0,6,Fatema Pacha,3.64,2.66,16.21,0.94,1.53,6,Mahindra Manulife Mutual Fund,3,Equity,ELSS Mutual Funds,2.3,29.3,12.0,62.745098039215684,73.52941176470588,34.31372549019608,29.411764705882355,52.54901960784314,Moderate,3,Primary risk drivers: Market Sensitivity and Volatility.,63.725490196078425,67.64705882352942,72.54901960784314,67.54901960784314,0,100.0,83.00980392156863
Mahindra Manulife Equity Savings Fund,500,1000,0.7,418.0,6,Fatema Pacha,3.1,3.84,8.16,1.24,1.56,4,Mahindra Manulife Mutual Fund,4,Hybrid,Equity Savings Mutual Funds,1.7,32.4,13.3,100.0,100.0,42.857142857142854,66.66666666666666,81.9047619047619,Very High,5,Primary risk drivers: Volatility and Market Sensitivity.,100.0,61.904761904761905,38.095238095238095,70.0,2,50.0,66.0
Mahindra Manulife Large & Mid Cap Fund,500,1000,0.51,1056.0,3,Manish Lodha,3.07,4.98,15.69,0.88,1.61,6,Mahindra Manulife Mutual Fund,5,Equity,Large & Mid Cap Funds,-1.1,30.4,,27.083333333333332,29.166666666666668,18.75,64.58333333333334,33.333333333333336,Low,2,Primary risk drivers: Downside Risk and Market Sensitivity.,75.0,85.41666666666666,39.58333333333333,67.5,1,75.0,72.75
Mahindra Manulife Large Cap Fund,500,1000,0.67,215.0,4,Abhinav Khandelwal,2.71,-1.04,15.36,0.9,1.25,6,Mahindra Manulife Mutual Fund,4,Equity,Large Cap Mutual Funds,0.3,25.7,,25.0,30.357142857142854,67.85714285714286,73.21428571428571,44.285714285714285,Moderate,3,Primary risk drivers: Downside Risk and Sharpe Risk.,61.111111111111114,35.714285714285715,30.357142857142854,44.26587301587301,0,100.0,75.50198412698413
Mahindra Manulife Liquid Fund,0,1000,0.15,514.0,7,Rahul Pal,5.26,1.41,0.37,0.74,1.15,3,Mahindra Manulife Mutual Fund,5,Debt,Liquid Mutual Funds,5.7,4.5,5.4,31.818181818181817,48.484848484848484,9.090909090909092,21.21212121212121,28.484848484848484,Low,2,Primary risk drivers: Market Sensitivity and Volatility.,96.96969696969697,93.93939393939394,81.81818181818183,91.51515151515152,1,75.0,84.34848484848484
Mahindra Manulife Low Duration Fund,500,1000,0.37,395.0,6,Rahul Pal,3.11,2.67,0.76,1.07,1.63,3,Mahindra Manulife Mutual Fund,3,Debt,Low Duration Funds,5.2,5.5,6.4,5.0,60.0,25.0,50.0,29.0,Low,2,Primary risk drivers: Market Sensitivity and Downside Risk.,22.5,80.0,55.00000000000001,49.5,1,75.0,56.85
Mahindra Manulife Mid Cap Fund,500,1000,0.66,1060.0,5,Abhinav Khandelwal,2.99,-0.01,16.69,0.89,1.57,6,Mahindra Manulife Mutual Fund,3,Equity,Mid Cap Mutual Funds,3.7,31.0,14.7,52.17391304347826,47.82608695652174,60.86956521739131,82.6086956521739,59.1304347826087,Moderate,3,Primary risk drivers: Downside Risk and Sharpe Risk.,47.82608695652174,43.47826086956522,21.73913043478261,38.69565217391305,0,100.0,71.17391304347827
Mahindra Manulife Multi Cap Fund,500,1000,0.49,1515.0,6,Fatema Pacha,2.87,4.41,17.39,0.98,1.58,6,Mahindra Manulife Mutual Fund,0,Equity,Multi Cap Funds,1.2,32.6,15.8,80.0,90.0,30.0,90.0,74.0,High,4,Primary risk drivers: Market Sensitivity and Downside Risk.,70.0,80.0,20.0,58.0,1,75.0,68.9
Mahindra Manulife Overnight Fund,0,1000,0.12,345.0,4,Rahul Pal,0.52,0.61,0.34,0.43,0.1,1,Mahindra Manulife Mutual Fund,4,Debt,Overnight Mutual Funds,5.4,3.9,,30.76923076923077,44.230769230769226,23.076923076923077,23.076923076923077,30.384615384615387,Low,2,Primary risk drivers: Market Sensitivity and Volatility.,57.692307692307686,80.76923076923077,80.76923076923077,71.53846153846153,1,75.0,70.5
Mahindra Manulife Ultra Short Duration Fund,500,1000,0.35,170.0,3,Rahul Pal,3.72,2.38,0.56,1.05,1.74,2,Mahindra Manulife Mutual Fund,4,Debt,Ultra Short Duration Funds,5.5,5.1,,56.52173913043478,56.52173913043478,43.47826086956522,43.47826086956522,51.30434782608697,Moderate,3,Primary risk drivers: Volatility and Market Sensitivity.,47.82608695652174,60.86956521739131,60.86956521739131,55.652173913043484,0,100.0,76.26086956521739
Mirae Asset Cash Management Fund,1000,5000,0.17,5983.0,10,Abhishek Iyer,6.12,1.3,0.37,0.7,1.0,2,Mirae Asset Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.3,5.3,31.818181818181817,30.303030303030305,25.757575757575758,9.090909090909092,25.757575757575758,Low,2,Primary risk drivers: Volatility and Market Sensitivity.,48.484848484848484,77.27272727272727,93.93939393939394,70.75757575757575,1,75.0,68.42424242424242
Mirae Asset Dynamic Bond Fund,1000,5000,0.18,213.0,6,Amit Modani,0.22,0.15,2.49,1.14,0.19,3,Mirae Asset Mutual Fund,2,Debt,Dynamic Bond,2.8,4.5,7.2,54.761904761904766,71.42857142857143,90.47619047619048,90.47619047619048,72.3809523809524,High,4,Primary risk drivers: Sharpe Risk and Downside Risk.,9.523809523809524,14.285714285714285,14.285714285714285,12.38095238095238,1,75.0,43.11904761904762
Mirae Asset Emerging Bluechip Fund,1000,5000,0.68,23394.0,10,Neelesh Surana,3.42,3.14,16.51,0.95,1.51,6,Mirae Asset Mutual Fund,5,Equity,Large & Mid Cap Funds,-1.2,29.4,15.1,58.333333333333336,83.33333333333334,39.58333333333333,29.166666666666668,53.75,Moderate,3,Primary risk drivers: Market Sensitivity and Volatility.,66.66666666666666,64.58333333333334,75.0,68.54166666666667,0,100.0,83.89583333333333
