scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,sortino,alpha,sd,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr,sd_risk,beta_risk,sharpe_risk,sortino_risk,risk_score,calculated_risk_level,calculated_risk_numeric,risk_explanation,return_score,sharpe_quality,sortino_quality,fund_quality_score,risk_gap,risk_compatibility,recommendation_score
Sundaram LT MC Tax Advantage Fund,0,500,1.26,62.0,6,Rohit Seksaria,3.89,13.76,19.92,0.95,1.81,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,3.5,42.3,8.6,96.07843137254902,82.35294117647058,19.607843137254903,13.725490196078432,61.568627450980394,High,4,Primary risk drivers: Volatility and Market Sensitivity.,90.19607843137256,82.35294117647058,88.23529411764706,87.25490196078431,1,75.0,81.7156862745098
Sundaram LT Tax Advantage Fund,0,500,1.3,18.0,5,Rohit Seksaria,4.32,13.41,18.95,0.93,1.86,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,5.4,46.9,,92.15686274509804,65.68627450980392,11.76470588235294,1.9607843137254901,52.74509803921569,Moderate,3,Primary risk drivers: Volatility and Market Sensitivity.,98.0392156862745,90.19607843137256,100.0,96.27450980392157,0,100.0,98.49019607843137
Sundaram LT Tax Advantage Fund,0,500,1.2,10.0,7,Rohit Seksaria,3.46,2.08,16.02,0.94,1.51,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,4.0,29.2,12.5,52.94117647058824,73.52941176470588,41.17647058823529,37.254901960784316,51.5686274509804,Moderate,3,Primary risk drivers: Market Sensitivity and Volatility.,60.78431372549019,60.78431372549019,64.70588235294117,61.96078431372548,0,100.0,80.74509803921569
Sundaram LT Tax Advantage Fund,0,500,1.01,16.0,8,Rohit Seksaria,3.5,2.52,16.1,0.94,1.53,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,4.4,29.6,11.5,58.82352941176471,73.52941176470588,34.31372549019608,33.33333333333333,51.764705882352935,Moderate,3,Primary risk drivers: Market Sensitivity and Volatility.,66.66666666666666,67.64705882352942,68.62745098039215,67.54901960784314,0,100.0,83.59803921568627
Sundaram Medium Term Bond Fund,250,5000,1.11,45.0,10,Dwijendra Srivastava,0.08,-0.16,2.44,1.03,0.05,3,Sundaram Mutual Fund,2,Debt,Medium Duration Funds,2.5,5.0,5.3,58.333333333333336,83.33333333333334,100.0,100.0,80.0,Very High,5,Primary risk drivers: Sharpe Risk and Downside Risk.,12.5,8.333333333333332,8.333333333333332,10.0,2,50.0,30.5
Sundaram Mid Cap Fund,100,100,1.04,7048.0,10,S Bharath,3.74,-1.14,16.07,0.87,1.53,6,Sundaram Mutual Fund,2,Equity,Mid Cap Mutual Funds,4.3,27.4,8.2,34.78260869565217,36.95652173913043,76.08695652173914,17.391304347826086,40.0,Moderate,3,Primary risk drivers: Sharpe Risk and Market Sensitivity.,30.434782608695656,28.26086956521739,86.95652173913044,46.73913043478261,0,100.0,70.1086956521739
Sundaram Money Market Fund,1000,1000,0.22,64.0,5,Sandeep Agarwal,4.91,1.87,0.44,0.96,1.34,1,Sundaram Mutual Fund,3,Debt,Money Market Funds,5.4,4.7,,5.88235294117647,5.88235294117647,70.58823529411765,23.52941176470588,22.35294117647059,Low,2,Primary risk drivers: Sharpe Risk and Downside Risk.,14.705882352941178,35.294117647058826,82.35294117647058,41.17647058823529,1,75.0,52.794117647058826
Sundaram Multi Cap Fund,100,100,0.97,1795.0,10,Sudhir Kedia,3.06,2.11,15.69,0.9,1.48,6,Sundaram Mutual Fund,3,Equity,Multi Cap Funds,-2.2,28.1,11.0,15.0,15.0,60.0,70.0,35.0,Low,2,Primary risk drivers: Downside Risk and Sharpe Risk.,40.0,50.0,40.0,43.0,1,75.0,58.4
Sundaram Multi Cap Fund,0,5000,0.79,84.0,5,Rohit Seksaria,3.45,0.55,15.71,0.91,1.39,6,Sundaram Mutual Fund,0,Equity,Multi Cap Funds,1.5,25.0,,30.0,40.0,95.0,30.0,45.0,Moderate,3,Primary risk drivers: Sharpe Risk and Market Sensitivity.,15.0,15.0,80.0,34.5,0,100.0,63.35
Sundaram Multi Cap Fund,0,5000,0.79,143.0,5,Rohit Seksaria,3.46,0.55,15.69,0.91,1.39,6,Sundaram Mutual Fund,0,Equity,Multi Cap Funds,1.6,25.0,,15.0,40.0,95.0,20.0,37.0,Low,2,Primary risk drivers: Sharpe Risk and Market Sensitivity.,15.0,15.0,90.0,37.5,1,75.0,51.75
Sundaram Nifty 100 Equal Weight Fund,500,100,0.46,52.0,10,Rohit Seksaria,2.51,-0.45,16.99,0.98,1.27,6,Sundaram Mutual Fund,2,Other,Index Funds,-3.1,26.2,8.2,66.66666666666666,15.0,65.0,80.0,58.666666666666664,Moderate,3,Primary risk drivers: Downside Risk and Volatility.,85.0,38.333333333333336,23.333333333333332,52.5,0,100.0,82.75
Sundaram Overnight Fund,1000,5000,0.07,1006.0,4,Sandeep Agarwal,-0.3,0.6,0.35,0.46,-0.05,2,Sundaram Mutual Fund,2,Debt,Overnight Mutual Funds,5.4,3.9,,73.07692307692307,80.76923076923077,69.23076923076923,75.0,74.23076923076923,High,4,Primary risk drivers: Market Sensitivity and Downside Risk.,57.692307692307686,34.61538461538461,28.846153846153843,42.11538461538461,1,75.0,61.67307692307693
Sundaram Services Fund,750,100,0.93,2272.0,5,Rohit Seksaria,3.44,4.81,16.55,0.92,1.6,6,Sundaram Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,3.2,31.3,,37.17948717948718,80.76923076923077,24.358974358974358,26.923076923076923,41.282051282051285,Moderate,3,Primary risk drivers: Market Sensitivity and Volatility.,69.23076923076923,76.92307692307693,74.35897435897436,73.07692307692308,0,100.0,85.76923076923077
Sundaram Short Duration Fund,2000,5000,0.28,200.0,10,Dwijendra Srivastava,2.28,2.16,4.82,-1.49,0.86,2,Sundaram Mutual Fund,5,Debt,Short Duration Funds,4.8,6.4,4.8,90.47619047619048,4.761904761904762,76.19047619047619,38.095238095238095,60.00000000000001,High,4,Primary risk drivers: Volatility and Sharpe Risk.,50.0,28.57142857142857,66.66666666666666,48.57142857142857,1,75.0,62.07142857142857
Sundaram Small Cap Fund,250,100,1.01,1962.0,10,Ravi Gopalakrishnan,3.47,6.06,18.08,0.83,1.88,6,Sundaram Mutual Fund,2,Equity,Small Cap Mutual Funds,1.6,44.9,9.3,44.0,60.0,72.0,80.0,60.0,High,4,Primary risk drivers: Downside Risk and Sharpe Risk.,84.0,32.0,24.0,50.400000000000006,1,75.0,69.42
Sundaram Tax Savings Fund,500,500,1.76,930.0,10,Sudhir Kedia,3.24,1.74,15.82,0.92,1.48,6,Sundaram Mutual Fund,3,Equity,ELSS Mutual Funds,1.2,27.7,9.9,43.13725490196079,59.80392156862745,50.98039215686274,49.01960784313725,49.21568627450981,Moderate,3,Primary risk drivers: Market Sensitivity and Sharpe Risk.,48.03921568627451,50.98039215686274,52.94117647058824,50.392156862745104,0,100.0,74.72549019607844
Sundaram Ultra Short Duration Fund,2000,1000,0.17,1412.0,10,Sandeep Agarwal,4.75,2.16,0.46,0.99,1.85,3,Sundaram Mutual Fund,3,Debt,Ultra Short Duration Funds,5.7,4.7,4.5,17.391304347826086,43.47826086956522,32.608695652173914,13.043478260869565,24.78260869565218,Low,2,Primary risk drivers: Market Sensitivity and Sharpe Risk.,23.91304347826087,71.73913043478261,91.30434782608695,58.47826086956522,1,75.0,59.826086956521735
Tata Arbitrage Fund,150,5000,0.28,5925.0,4,Sailesh Jain,1.97,1.94,0.75,0.69,1.36,1,Tata Mutual Fund,5,Hybrid,Arbitrage Mutual Funds,5.7,5.0,,86.36363636363636,95.45454545454545,9.090909090909092,9.090909090909092,57.27272727272728,Moderate,3,Primary risk drivers: Market Sensitivity and Volatility.,95.45454545454545,95.45454545454545,95.45454545454545,95.45454545454545,0,100.0,97.72727272727273
Tata Balanced Advantage Fund,150,5000,0.28,6396.0,4,RahulSingh,4.01,3.8,8.5,0.57,1.69,4,Tata Mutual Fund,4,Hybrid,Dynamic Asset Allocation or Balanced Advantage,5.8,18.7,,36.84210526315789,57.89473684210527,10.526315789473683,18.421052631578945,32.10526315789474,Low,2,Primary risk drivers: Market Sensitivity and Volatility.,84.21052631578947,94.73684210526315,86.8421052631579,88.15789473684211,1,75.0,80.78947368421052
Tata Banking & Financial Services Fund,150,5000,0.59,1272.0,7,Sonam Udasi,2.2,1.61,21.31,0.81,1.0,6,Tata Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,11.9,23.2,12.6,78.2051282051282,54.48717948717948,85.25641025641025,82.05128205128204,75.64102564102564,High,4,Primary risk drivers: Sharpe Risk and Downside Risk.,24.358974358974358,16.025641025641026,19.230769230769234,20.32051282051282,1,75.0,48.467948717948715
Tata Banking & PSU Debt Fund,150,5000,0.23,262.0,3,Amit Somani,1.68,4.51,2.28,1.85,0.89,2,Tata Mutual Fund,3,Debt,Banking and PSU Mutual Funds,4.0,6.9,,76.47058823529412,47.05882352941176,52.94117647058824,52.94117647058824,61.176470588235304,High,4,Primary risk drivers: Volatility and Sharpe Risk.,85.29411764705883,52.94117647058824,52.94117647058824,65.88235294117646,1,75.0,74.32352941176471
Tata Digital India Fund,150,5000,0.31,6765.0,7,Meeta Shetty,2.29,6.11,22.78,0.92,1.37,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-16.0,39.0,22.1,88.46153846153845,80.76923076923077,52.56410256410257,76.28205128205127,77.30769230769229,High,4,Primary risk drivers: Volatility and Market Sensitivity.,91.02564102564102,48.717948717948715,25.0,58.52564102564102,1,75.0,73.26282051282051
Tata Equity P/E Fund,150,5000,0.91,5119.0,10,Sonam Udasi,3.31,3.51,14.91,0.86,1.54,6,Tata Mutual Fund,2,Equity,Value Funds,6.6,27.8,10.0,15.384615384615385,15.384615384615385,34.61538461538461,46.15384615384615,25.384615384615387,Low,2,Primary risk drivers: Downside Risk and Sharpe Risk.,38.46153846153847,73.07692307692307,61.53846153846154,55.76923076923077,1,75.0,61.92307692307692
Tata Equity Saving Fund,150,5000,0.12,142.0,10,Sailesh Jain,3.37,2.17,5.15,0.81,1.54,4,Tata Mutual Fund,3,Hybrid,Equity Savings Mutual Funds,3.4,12.0,7.5,19.047619047619047,28.57142857142857,47.61904761904761,47.61904761904761,32.38095238095238,Low,2,Primary risk drivers: Sharpe Risk and Downside Risk.,28.57142857142857,57.14285714285714,57.14285714285714,45.71428571428571,1,75.0,56.92857142857142
Tata Ethical Fund,150,5000,0.94,1501.0,10,Abhinav Sharma,2.75,4.88,14.48,0.74,1.53,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-1.6,27.9,13.1,15.384615384615385,37.82051282051282,33.97435897435898,51.28205128205128,30.76923076923077,Low,2,Primary risk drivers: Downside Risk and Market Sensitivity.,55.12820512820513,67.3076923076923,50.0,57.243589743589745,1,75.0,65.69871794871794
Tata Flexi Cap Fund,150,5000,0.77,2096.0,5,Sonam Udasi,2.58,-1.52,13.88,0.79,1.23,6,Tata Mutual Fund,2,Equity,Flexi Cap Funds,-2.5,21.3,,4.545454545454546,9.090909090909092,70.45454545454545,72.72727272727273,32.27272727272727,Low,2,Primary risk drivers: Downside Risk and Sharpe Risk.,22.727272727272727,34.090909090909086,31.818181818181817,28.86363636363636,1,75.0,50.70454545454545
Tata Focused Equity Fund,150,5000,0.46,1212.0,3,Meeta Shetty,3.06,1.14,16.67,0.96,1.43,6,Tata Mutual Fund,3,Equity,Focused Funds,0.4,28.4,,68.42105263157895,84.21052631578947,44.73684210526316,57.89473684210527,64.73684210526315,High,4,Primary risk drivers: Market Sensitivity and Volatility.,65.78947368421053,60.526315789473685,47.368421052631575,58.684210526315795,1,75.0,68.26315789473685
Tata Gilt Securities Fund,150,5000,0.9,256.0,10,Akhil Mittal,0.31,0.07,2.99,0.66,0.27,2,Tata Mutual Fund,2,Debt,Gilt Mutual Funds,5.2,4.8,6.9,78.94736842105263,71.05263157894737,89.47368421052632,89.47368421052632,81.57894736842105,Very High,5,Primary risk drivers: Sharpe Risk and Downside Risk.,15.789473684210526,15.789473684210526,15.789473684210526,15.789473684210526,2,50.0,32.89473684210526
Tata Hybrid Equity Fund,150,5000,1.05,3166.0,10,Chandraprakash Padiyar,3.25,2.77,12.35,0.84,1.47,6,Tata Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,6.2,22.8,10.5,60.0,75.0,36.666666666666664,41.66666666666667,54.66666666666667,Moderate,3,Primary risk drivers: Market Sensitivity and Volatility.,60.0,66.66666666666666,61.66666666666667,62.5,0,100.0,80.75
Tata India Consumer Fund,150,5000,0.91,1346.0,7,Sonam Udasi,2.78,1.38,13.88,0.73,1.31,6,Tata Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,2.8,23.0,10.6,11.538461538461538,34.61538461538461,56.41025641025641,48.717948717948715,32.56410256410257,Low,2,Primary risk drivers: Sharpe Risk and Downside Risk.,23.076923076923077,44.871794871794876,52.56410256410257,38.46153846153847,1,75.0,53.65384615384615
Tata India Pharma & Healthcare Fund,150,5000,1.01,485.0,7,Meeta Shetty,2.41,2.68,18.72,0.86,1.0,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-8.1,21.7,14.8,53.84615384615385,67.3076923076923,85.25641025641025,67.3076923076923,65.51282051282051,High,4,Primary risk drivers: Sharpe Risk and Market Sensitivity.,9.615384615384617,16.025641025641026,33.97435897435898,18.846153846153847,1,75.0,45.07692307692308
Tata India Tax Savings Fund,500,500,0.76,3078.0,8,Tejas Gutka,3.36,0.43,16.24,0.94,1.39,6,Tata Mutual Fund,0,Equity,ELSS Mutual Funds,2.2,26.5,12.0,64.70588235294117,73.52941176470588,60.78431372549019,40.19607843137255,60.7843137254902,High,4,Primary risk drivers: Market Sensitivity and Volatility.,37.254901960784316,41.17647058823529,61.76470588235294,45.78431372549019,1,75.0,58.68627450980392
Tata Infrastructure Fund,150,5000,1.42,950.0,10,Abhinav Sharma,3.52,9.44,17.14,0.63,1.73,6,Tata Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,14.0,35.0,13.1,41.02564102564102,19.230769230769234,15.384615384615385,19.871794871794872,27.307692307692307,Low,2,Primary risk drivers: Volatility and Downside Risk.,80.76923076923077,85.8974358974359,81.41025641025641,82.5,1,75.0,78.40384615384616
Tata Large & Mid Cap Fund,150,5000,0.89,3680.0,10,Chandraprakash Padiyar,3.47,2.58,16.57,0.94,1.46,6,Tata Mutual Fund,4,Equity,Large & Mid Cap Funds,8.8,33.5,14.0,62.5,79.16666666666666,58.333333333333336,20.833333333333336,56.666666666666664,Moderate,3,Primary risk drivers: Market Sensitivity and Volatility.,100.0,45.83333333333333,83.33333333333334,78.75,0,100.0,93.625
Tata Large Cap Fund,150,5000,1.24,1365.0,10,Amey Sathe,3.05,0.45,16.0,0.94,1.35,6,Tata Mutual Fund,2,Equity,Large Cap Mutual Funds,1.8,25.7,11.3,60.71428571428571,69.64285714285714,41.07142857142857,46.42857142857143,55.714285714285715,Moderate,3,Primary risk drivers: Market Sensitivity and Volatility.,61.111111111111114,62.5,57.14285714285714,60.33730158730158,0,100.0,80.32341269841271
Tata Liquid Fund,150,5000,0.21,18212.0,10,Amit Somani,4.25,1.42,0.38,0.8,0.93,2,Tata Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.4,5.3,63.63636363636363,93.93939393939394,46.96969696969697,51.515151515151516,63.939393939393945,High,4,Primary risk drivers: Market Sensitivity and Volatility.,80.3030303030303,56.060606060606055,51.515151515151516,64.39393939393939,1,75.0,72.87878787878788
Tata Mid Cap Growth Fund,150,5000,0.98,1759.0,10,Satish Chandra Mishra,3.3,0.16,15.94,0.87,1.61,6,Tata Mutual Fund,3,Equity,Mid Cap Mutual Funds,1.3,29.2,13.5,26.08695652173913,36.95652173913043,56.52173913043478,69.56521739130434,43.04347826086956,Moderate,3,Primary risk drivers: Downside Risk and Sharpe Risk.,39.130434782608695,47.82608695652174,34.78260869565217,40.43478260869565,0,100.0,69.95652173913044
Tata Money Market Fund,150,5000,0.17,8814.0,10,Amit Somani,4.59,2.92,0.65,1.18,2.05,3,Tata Mutual Fund,5,Debt,Money Market Funds,5.7,5.6,4.8,70.58823529411765,26.47058823529412,11.76470588235294,41.17647058823529,44.11764705882353,Moderate,3,Primary risk drivers: Volatility and Downside Risk.,94.11764705882352,94.11764705882352,64.70588235294117,85.29411764705881,0,100.0,94.41176470588235
Tata Nifty 50 Index Fund,150,5000,0.16,369.0,10,Sonam Udasi,3.45,-0.56,16.49,0.98,1.31,6,Tata Mutual Fund,3,Other,Index Funds,1.0,25.6,12.0,6.666666666666667,15.0,26.666666666666668,23.333333333333332,15.666666666666668,Very Low,1,Primary risk drivers: Sharpe Risk and Downside Risk.,40.0,76.66666666666667,80.0,63.0,2,50.0,51.9
Tata Overnight Fund,1000,5000,0.09,3236.0,4,Amit Somani,-1.59,0.47,0.35,0.43,-0.3,1,Tata Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,3.9,,73.07692307692307,44.230769230769226,96.15384615384616,96.15384615384616,76.53846153846155,High,4,Primary risk drivers: Sharpe Risk and Downside Risk.,57.692307692307686,7.6923076923076925,7.6923076923076925,27.69230769230769,1,75.0,57.34615384615385
Tata Resources & Energy Fund,150,5000,0.91,232.0,7,Satish Chandra Mishra,2.48,16.72,20.36,0.49,1.44,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-3.4,34.7,15.5,69.23076923076923,3.8461538461538463,43.58974358974359,58.97435897435898,48.97435897435898,Moderate,3,Primary risk drivers: Volatility and Downside Risk.,78.2051282051282,57.692307692307686,42.30769230769231,61.282051282051285,0,100.0,84.02564102564102
Tata Retirement Savings Fund,150,5000,0.68,1557.0,10,Murthy Nagarajan,2.23,0.12,4.71,0.72,1.12,6,Tata Mutual Fund,3,Solution Oriented,Retirement Funds,0.5,19.3,9.4,30.0,30.0,55.00000000000001,65.0,42.0,Moderate,3,Primary risk drivers: Downside Risk and Sharpe Risk.,70.0,50.0,40.0,55.0,0,100.0,80.5
Tata Retirement Savings Fund,150,5000,0.67,1259.0,10,Murthy Nagarajan,2.6,0.52,11.95,0.79,1.26,6,Tata Mutual Fund,2,Solution Oriented,Retirement Funds,-0.7,33.7,11.3,65.0,62.5,42.5,40.0,55.0,Moderate,3,Primary risk drivers: Volatility and Market Sensitivity.,95.0,62.5,65.0,76.25,0,100.0,91.875
Tata Retirement Savings Fund,150,5000,0.97,166.0,10,Murthy Nagarajan,2.45,-1.98,14.02,0.79,1.19,4,Tata Mutual Fund,2,Solution Oriented,Retirement Funds,2.1,9.5,7.1,80.0,62.5,50.0,45.0,63.5,High,4,Primary risk drivers: Volatility and Market Sensitivity.,25.0,55.00000000000001,60.0,44.5,1,75.0,55.85
Tata S&P BSE Sensex Index Fund,150,5000,0.27,174.0,10,Sonam Udasi,3.2,-1.23,16.75,0.99,1.26,6,Tata Mutual Fund,4,Other,Index Funds,2.4,25.1,12.8,35.0,41.66666666666667,71.66666666666667,66.66666666666666,50.0,Moderate,3,Primary risk drivers: Sharpe Risk and Downside Risk.,25.0,31.666666666666664,36.666666666666664,30.5,0,100.0,64.15
Tata Short Term Bond Fund,150,10000,0.37,2271.0,10,Murthy Nagarajan,1.88,4.74,1.87,2.16,0.99,2,Tata Mutual Fund,3,Debt,Short Duration Funds,4.7,6.6,5.8,69.04761904761905,71.42857142857143,52.38095238095239,52.38095238095239,62.85714285714286,High,4,Primary risk drivers: Market Sensitivity and Volatility.,61.904761904761905,52.38095238095239,52.38095238095239,56.1904761904762,1,75.0,66.73809523809524
Tata Small Cap Fund,150,5000,0.26,3300.0,4,Chandraprakash Padiyar,3.98,11.28,17.43,0.77,2.12,6,Tata Mutual Fund,4,Equity,Small Cap Mutual Funds,17.1,44.1,,20.0,24.0,8.0,56.00000000000001,25.6,Low,2,Primary risk drivers: Downside Risk and Market Sensitivity.,76.0,96.0,48.0,73.6,1,75.0,74.78
Tata Treasury Advantage Fund,150,5000,0.3,2602.0,10,Akhil Mittal,2.98,3.08,0.87,1.28,1.58,2,Tata Mutual Fund,3,Debt,Low Duration Funds,5.0,5.6,5.2,32.5,82.5,32.5,60.0,48.0,Moderate,3,Primary risk drivers: Market Sensitivity and Downside Risk.,40.0,72.5,45.0,51.25,0,100.0,73.375
Tata Ultra Short Term Fund,150,5000,0.25,1629.0,4,Akhil Mittal,4.14,2.45,0.48,1.1,2.03,2,Tata Mutual Fund,4,Debt,Ultra Short Duration Funds,5.5,5.1,,21.73913043478261,67.3913043478261,13.043478260869565,36.95652173913043,32.173913043478265,Low,2,Primary risk drivers: Market Sensitivity and Downside Risk.,47.82608695652174,91.30434782608695,67.3913043478261,66.73913043478261,1,75.0,67.08695652173913
Tata Young Citizens Fund,500,500,1.8,257.0,10,Amey Sathe,2.85,1.44,15.49,0.9,1.46,6,Tata Mutual Fund,0,Solution Oriented,Childrens Funds,1.5,27.3,10.3,87.5,81.25,37.5,62.5,71.25,High,4,Primary risk drivers: Volatility and Market Sensitivity.,100.0,75.0,50.0,77.5,1,75.0,80.75
Taurus Banking & Financial Services-Direct Growth,1000,5000,1.66,8.91,10,Hardik Shah,2.12,-0.23,22.57,0.87,0.93,6,Taurus Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,9.0,21.9,11.9,85.8974358974359,71.15384615384616,94.87179487179486,87.82051282051282,85.12820512820514,Very High,5,Primary risk drivers: Sharpe Risk and Downside Risk.,11.538461538461538,6.41025641025641,13.461538461538462,10.576923076923077,2,50.0,30.48076923076923
Taurus Discovery (Midcap) Fund,1000,5000,2.19,74.0,10,Hardik Shah,2.28,-5.29,17.41,0.93,1.27,6,Taurus Mutual Fund,3,Equity,Mid Cap Mutual Funds,3.6,26.4,10.9,73.91304347826086,76.08695652173914,93.47826086956522,95.65217391304348,82.60869565217392,Very High,5,Primary risk drivers: Downside Risk and Sharpe Risk.,21.73913043478261,10.869565217391305,8.695652173913043,14.565217391304348,2,50.0,33.71739130434783
Taurus Ethical Fund,1000,5000,1.18,84.0,10,Anuj Kapil,2.66,0.83,13.82,0.73,1.29,6,Taurus Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-3.5,22.3,11.4,10.256410256410255,34.61538461538461,59.61538461538461,56.41025641025641,34.23076923076923,Low,2,Primary risk drivers: Sharpe Risk and Downside Risk.,14.102564102564102,41.66666666666667,44.871794871794876,31.602564102564102,1,75.0,49.801282051282044
Taurus Flexi Cap Fund,1000,5000,2.59,233.0,10,Ankit Tikmany,1.69,-4.83,16.22,0.91,1.02,6,Taurus Mutual Fund,1,Equity,Flexi Cap Funds,-4.1,20.2,5.4,59.09090909090909,56.81818181818182,88.63636363636364,100.0,72.72727272727273,High,4,Primary risk drivers: Downside Risk and Sharpe Risk.,18.181818181818183,15.909090909090908,4.545454545454546,13.40909090909091,1,75.0,45.15909090909091
Taurus Infrastructure Fund,1000,5000,2.02,5.12,10,Neha Raichura,2.68,3.64,16.22,0.56,1.32,6,Taurus Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,-0.7,25.3,8.9,30.76923076923077,7.6923076923076925,55.12820512820513,54.48717948717948,35.769230769230774,Low,2,Primary risk drivers: Sharpe Risk and Downside Risk.,41.02564102564102,46.15384615384615,46.794871794871796,44.294871794871796,1,75.0,58.993589743589745
Taurus Largecap Equity Fund,1000,5000,0.44,30.0,10,Ankit Tikmany,1.64,-5.6,17.24,0.96,0.94,6,Taurus Mutual Fund,1,Equity,Large Cap Mutual Funds,-2.5,19.5,7.6,96.42857142857143,80.35714285714286,96.42857142857143,100.0,93.92857142857144,Very High,5,Primary risk drivers: Downside Risk and Volatility.,11.11111111111111,7.142857142857142,3.571428571428571,7.658730158730158,2,50.0,29.51984126984127
Taurus Nifty 50 Index Fund,1000,5000,0.44,2.38,10,Ramneek Kundra,3.29,-0.33,16.42,0.98,1.33,6,Taurus Mutual Fund,0,Other,Index Funds,1.2,25.8,12.3,3.3333333333333335,15.0,16.666666666666664,50.0,17.666666666666668,Very Low,1,Primary risk drivers: Downside Risk and Sharpe Risk.,55.00000000000001,86.66666666666667,53.333333333333336,64.0,2,50.0,55.2
Taurus Tax Shield – Direct Growth,500,500,1.73,59.0,10,Ramneek Kundra,2.62,2.15,13.7,0.76,1.47,6,Taurus Mutual Fund,3,Equity,ELSS Mutual Funds,6.8,24.4,10.6,5.88235294117647,3.9215686274509802,52.94117647058824,84.31372549019608,30.58823529411765,Low,2,Primary risk drivers: Downside Risk and Sharpe Risk.,19.607843137254903,49.01960784313725,17.647058823529413,27.843137254901958,1,75.0,49.77450980392157
Templeton India Equity Income Fund,500,5000,1.3,1350.0,10,Anand Radhakrishnan,3.87,13.72,13.41,0.7,2.26,6,Franklin Templeton Mutual Fund,0,Equity,Dividend Yield Funds,8.3,37.7,14.5,16.666666666666664,16.666666666666664,16.666666666666664,50.0,23.333333333333332,Low,2,Primary risk drivers: Downside Risk and Volatility.,100.0,100.0,66.66666666666666,90.0,1,75.0,84.5
Templeton India Value Fund,500,5000,0.91,845.0,10,Anand Radhakrishnan,3.73,10.68,18.7,0.98,1.76,6,Franklin Templeton Mutual Fund,3,Equity,Value Funds,13.1,39.4,12.3,92.3076923076923,84.61538461538461,15.384615384615385,30.76923076923077,63.07692307692309,High,4,Primary risk drivers: Volatility and Market Sensitivity.,100.0,92.3076923076923,76.92307692307693,90.76923076923077,1,75.0,84.73076923076923
Union Arbitrage Fund,500,1000,0.44,72.0,4,Vishal Thakker,0.98,1.51,0.73,0.79,0.63,1,Union Mutual Fund,3,Hybrid,Arbitrage Mutual Funds,5.0,4.4,,77.27272727272727,100.0,72.72727272727273,63.63636363636363,78.18181818181819,High,4,Primary risk drivers: Market Sensitivity and Volatility.,29.545454545454547,31.818181818181817,40.909090909090914,33.63636363636364,1,75.0,53.5
